Key,brazilian
ulmDoorIndustrial03bSingleNoGlass,"Porta Industrial 2-B"
ulmDoorIndustrial03bSinglePicked,"Porta\n[808080](arrombada)[-]"
ulmDoorIndustrial03bSingleNoGlassPicked,"Porta\n[808080](arrombada)[-]"
ulmDoorIndustrial03bDouble,"Porta Industrial Dupla 3-B"
ulmDoorIndustrial03bDoubleNoGlass,"Porta Industrial Dupla 3-B"
ulmDoorIndustrial03bDoublePicked,"Porta\n[808080](arrombada)[-]"
ulmDoorIndustrial03bDoubleNoGlassPicked,"Porta\n[808080](arrombada)[-]"
ulmDoorIndustrial03cSingle,"Porta Industrial 3-C"
ulmDoorIndustrial03cSingleNoGlass,"Porta Industrial 3-C"
ulmDoorIndustrial03cSinglePicked,"Porta\n[808080](arrombada)[-]"
ulmDoorIndustrial03cSingleNoGlassPicked,"Porta\n[808080](arrombada)[-]"
ulmDoorIndustrial03cDouble,"Porta Industrial Dupla 3-C"
ulmDoorIndustrial03cDoubleNoGlass,"Porta Industrial Dupla 3-C"
ulmDoorIndustrial03cDoublePicked,"Porta\n[808080](arrombada)[-]"
ulmDoorIndustrial03cDoubleNoGlassPicked,"Porta\n[808080](arrombada)[-]"
ulmDoorIndustrial12aDouble,"Porta Industrial Dupla 12-A"
ulmDoorIndustrial12aDoubleNoGlass,"Porta Industrial Dupla 12-A"
ulmDoorIndustrial12aDoublePicked,"Porta\n[808080](arrombada)[-]"
ulmDoorIndustrial12aDoubleNoGlassPicked,"Porta\n[808080](arrombada)[-]"
ulmDoorIndustrial12bSingle,"Porta Industrial 2-B"
ulmDoorIndustrial12bSingleNoGlass,"Porta Industrial 2-B"
ulmDoorIndustrial12bSinglePicked,"Porta\n[808080](arrombada)[-]"
ulmDoorIndustrial12bSingleNoGlassPicked,"Porta\n[808080](arrombada)[-]"
ulmDoorIndustrial12bDouble,"Porta Industrial Dupla 12-B"
ulmDoorIndustrial12bDoubleNoGlass,"Porta Industrial Dupla 12-B"
ulmDoorIndustrial12bDoublePicked,"Porta\n[808080](arrombada)[-]"
ulmDoorIndustrial12bDoubleNoGlassPicked,"Porta\n[808080](arrombada)[-]"
ulmDoorIndustrial12cSingle,"Porta Industrial 3-C"
ulmDoorIndustrial12cSingleNoGlass,"Porta Industrial 3-C"
ulmDoorIndustrial12cSinglePicked,"Porta\n[808080](arrombada)[-]"
ulmDoorIndustrial12cSingleNoGlassPicked,"Porta\n[808080](arrombada)[-]"
ulmDoorIndustrial12cDouble,"Porta Industrial Dupla 12-C"
ulmDoorIndustrial12cDoubleNoGlass,"Porta Industrial Dupla 12-C"
ulmDoorIndustrial12cDoublePicked,"Porta\n[808080](arrombada)[-]"
ulmDoorIndustrial12cDoubleNoGlassPicked,"Porta\n[808080](arrombada)[-]"
ulmDoorSciFi01,"Porta de ferro deslizante"
ulmDoorSciFi01Desc,"Uma porta deslizante resistente feita de ferro. Dimensões (LxPxA): [decea3]3x1x3[-]"
ulmDoorSciFi01Insecure,"Porta de ferro deslizante (insegura)"
ulmDoorSciFi01InsecureDesc,"Uma porta deslizante resistente feita de ferro. Dimensões (LxPxA): [decea3]3x1x3[-]"
ulmDoorSciFi01Locked,"Porta de ferro deslizante (trancada)"
ulmDoorSciFi01LockedDesc,"POI Editing Only. Dimensions (WxDxH): [decea3]3x1x3[-]"
ulmDoorSciFi01Powered,"Porta de ferro deslizante (elétrica)"
ulmDoorSciFi01PoweredDesc,"Uma porta deslizante resistente feita de ferro. Requer energia elétrica. Dimensões (LxPxA): [decea3]3x1x3[-]"
ulmDoorSciFi02,"Porta de vidro deslizante"
ulmDoorSciFi02Desc,"Uma porta deslizante resistente feita de vidro. Dimensões (LxPxA): [decea3]3x1x3[-]"
ulmDoorSciFi02Insecure,"Porta de vidro deslizante (insegura)"
ulmDoorSciFi02InsecureDesc,"Uma porta deslizante resistente feita de vidro. Dimensões (LxPxA): [decea3]3x1x3[-]"
ulmDoorSciFi02Locked,"Porta de vidro deslizante (trancada)"
ulmDoorSciFi02LockedDesc,"POI Editing Only. Dimensions (WxDxH): [decea3]3x1x3[-]"
ulmDoorSciFi02Powered,"Porta de vidro deslizante (elétrica)"
ulmDoorSciFi02PoweredDesc,"Uma porta deslizante resistente feita de vidro. Requer energia elétrica. Dimensões (LxPxA): [decea3]3x1x3[-]"
ulmDoorSciFi02Screen,"Tela de Informações"
ulmDoorSciFi02ScreenDesc,"Tela de assinatura, que pode exibir seu texto escrito nela."
ulmDoorSciFi02Switch,"Interruptor"
ulmDoorSciFi03,"Portão deslizante"
ulmDoorSciFi03Desc,"Grande portão deslizante muito resistente feito de ferro. Dimensões (LxPxA): [decea3]7x3x5[-]"
ulmDoorSciFi03Insecure,"Portão deslizante inseguro"
ulmDoorSciFi03InsecureDesc,"Grande portão deslizante resistente feito de ferro. Dimensões (LxPxA): [decea3]7x3x5[-]"
ulmDoorSciFi03Locked,"Portão deslizante trancado"
ulmDoorSciFi03LockedDesc,"Apenas Edição de POI. Dimensões (LxPxA): [decea3]7x3x5[-]"
ulmDoorSciFi03Powered,"Portão deslizante energizado"
ulmDoorSciFi03PoweredDesc,"Grande portão deslizante resistente feito de ferro. Requer energia. Dimensões (LxPxA): [decea3]7x3x5[-]"
ulmDoorSciFi04,"Porta de proteção deslizante"
ulmDoorSciFi04Desc,"Porta de explosão deslizante muito resistente feita de ferro. Dimensões (LxPxA): [decea3]3x3x3[-]"
ulmDoorSciFi04Insecure,"Porta de proteção deslizante insegura"
ulmDoorSciFi04InsecureDesc,"Porta de explosão deslizante resistente feita de ferro. Dimensões (LxPxA): [decea3]3x3x3[-]"
ulmDoorSciFi04Locked,"Porta de explosão deslizante bloqueada"
ulmDoorSciFi04LockedDesc,"Apenas Edição de POI. Dimensões (LxPxA): [decea3]3x3x3[-]"
ulmDoorSciFi04Powered,"Porta de explosão deslizante elétrica"
ulmDoorSciFi04PoweredDesc,"Porta de explosão deslizante muito resistente feita de ferro. Dimensões (LxPxA): [decea3]3x3x3[-]"
secureDoorWoodenPicked,"Porta de Madeira\n[808080](arrombada)[-]"
secureReinforcedDoorWoodenPicked,"Porta de Madeira Reforçada\n[808080](arrombada)[-]"
metalReinforcedDoorWoodenPicked,"Porta de Metal Reforçada\n[808080](arrombada)[-]"
ironDoor1_v1Picked,"Porta de Ferro\n[808080](arrombada)[-]"
ironDoor1_v2Picked,"Porta de Ferro Reforçada\n[808080](arrombada)[-]"
ironDoor1_v3Picked,"Porta de Ferro Reforçada\n[808080](arrombada)[-]"
vaultDoor01Picked,"Porta de Cofre\n[808080](arrombada)[-]"
vaultDoor02Picked,"Porta de Cofre reforçada\n[808080](arrombada)[-]"
vaultDoor03Picked,"Porta de Cofre reforçada\n[808080](arrombada)[-]"
commercialDoor1_v1Picked,"Porta Comercial\n[808080](arrombada)[-]"
commercialDoor1_v2Picked,"Porta Comercial reforçada\n[808080](arrombada)[-]"
commercialDoor1_v3Picked,"Porta Comercial reforçada\n[808080](arrombada)[-]"
commercialDoor2_v1Picked,"Porta Comercial\n[808080](arrombada)[-]"
commercialDoor2_v2Picked,"Porta Comercial reforçada\n[808080](arrombada)[-]"
commercialDoor2_v3Picked,"Porta Comercial reforçada\n[808080](arrombada)[-]"
commercialDoor4_v1Picked,"Porta Comercial\n[808080](arrombada)[-]"
commercialDoor4_v2Picked,"Porta Comercial reforçada\n[808080](arrombada)[-]"
commercialDoor4_v3Picked,"Porta Comercial reforçada\n[808080](arrombada)[-]"
houseFrontDoor1_v1Picked,"Porta\n[808080](arrombada)[-]"
houseFrontDoor1_v2Picked,"Porta reforçada\n[808080](arrombada)[-]"
houseFrontDoor1_v3Picked,"Porta reforçada\n[808080](arrombada)[-]"
houseFrontDoor2_v1Picked,"Porta\n[808080](arrombada)[-]"
houseFrontDoor2_v2Picked,"Porta reforçada\n[808080](arrombada)[-]"
houseFrontDoor2_v3Picked,"Porta reforçada\n[808080](arrombada)[-]"
garageDoorMetal_v1Picked,"Porta de Garagem 3x2\n[808080](arrombada)[-]"
garageDoorMetal_v2Picked,"Porta de Garagem reforçada 3x2\n[808080](arrombada)[-]"
garageDoorMetal_v3Picked,"Porta de Garagem reforçada 3x2\n[808080](arrombada)[-]"
garageDoorHousePicked,"Porta de Garagem de Rolar 5x3 (POI)\n[808080](arrombada)[-]"
garageDoorHousePlayerPicked,"Porta de Garagem de Rolar 5x3\n[808080](arrombada)[-]"
garageDoorHouseBrownPicked,"Porta de Garagem da casa marrom 5x3 (POI)\n[808080](arrombada)[-]"
garageDoorIndustrialPicked,"Porta de Garagem de Aço 5x3 (POI)\n[808080](arrombada)[-]"
woodHatch1_v1Picked,"Escotilha de Madeira\n[808080](arrombada)[-]"
woodHatch1_v2Picked,"Escotilha de Madeira reforçada\n[808080](arrombada)[-]"
woodHatch1_v3Picked,"Escotilha de Madeira reforçada\n[808080](arrombada)[-]"
scrapHatch_v1Picked,"Escotilha de Ferro\n[808080](arrombada)[-]"
scrapHatch_v2Picked,"Escotilha de Ferro reforçada\n[808080](arrombada)[-]"
scrapHatch_v3Picked,"Escotilha de Ferro reforçada\n[808080](arrombada)[-]"
vaultHatch_v1Picked,"Escotilha de Cofre\n[808080](arrombada)[-]"
vaultHatch_v2Picked,"Escotilha de Cofre reforçada\n[808080](arrombada)[-]"
vaultHatch_v3Picked,"Escotilha de Cofre reforçada\n[808080](arrombada)[-]"
cellarDoorDoubleWoodPicked,"Alçapão de Madeira\n[808080](arrombado)[-]"
cellarDoorDoubleIronPicked,"Alçapão de Ferro\n[808080](arrombado)[-]"
cellarDoorDoubleSteelPicked,"Alçapão de Aço\n[808080](arrombado)[-]"
shuttersWood01Picked,"Persianas de madeira\n[808080](arrombada)[-]"
shuttersWood02Picked,"Persianas de madeira\n[808080](arrombada)[-]"
shuttersIron01Picked,"Persianas de ferro\n[808080](arrombada)[-]"
shuttersIron02Picked,"Persianas de ferro\n[808080](arrombada)[-]"
shuttersSteel01Picked,"Persianas de aço\n[808080](arrombada)[-]"
shuttersSteel02Picked,"Persianas de aço\n[808080](arrombada)[-]"
rollUpDoor3x3WhitePicked,"Portão de Rolar\n[808080](arrombado)[-]"
rollUpDoor3x3BrownPicked,"Portão de Rolar\n[808080](arrombado)[-]"
rollUpDoor3x3RedPicked,"Portão de Rolar\n[808080](arrombado)[-]"
rollUpDoor3x3OrangePicked,"Portão de Rolar\n[808080](arrombado)[-]"
rollUpDoor3x3YellowPicked,"Portão de Rolar\n[808080](arrombado)[-]"
rollUpDoor3x3GreenPicked,"Portão de Rolar\n[808080](arrombado)[-]"
rollUpDoor3x3BluePicked,"Portão de Rolar\n[808080](arrombado)[-]"
rollUpDoor3x3PurplePicked,"Portão de Rolar\n[808080](arrombado)[-]"
rollUpDoor3x3GreyPicked,"Portão de Rolar\n[808080](arrombado)[-]"
rollUpDoor3x3BlackPicked,"Portão de Rolar\n[808080](arrombado)[-]"
rollUpDoor3x3PinkPicked,"Portão de Rolar\n[808080](arrombado)[-]"
rollUpDoor5x4WhitePicked,"Portão de Rolar\n[808080](arrombado)[-]"
rollUpDoor5x4BrownPicked,"Portão de Rolar\n[808080](arrombado)[-]"
rollUpDoor5x4RedPicked,"Portão de Rolar\n[808080](arrombado)[-]"
rollUpDoor5x4OrangePicked,"Portão de Rolar\n[808080](arrombado)[-]"
rollUpDoor5x4YellowPicked,"Portão de Rolar\n[808080](arrombado)[-]"
rollUpDoor5x4GreenPicked,"Portão de Rolar\n[808080](arrombado)[-]"
rollUpDoor5x4BluePicked,"Portão de Rolar\n[808080](arrombado)[-]"
rollUpDoor5x4PurplePicked,"Portão de Rolar\n[808080](arrombado)[-]"
rollUpDoor5x4GreyPicked,"Portão de Rolar\n[808080](arrombado)[-]"
rollUpDoor5x4BlackPicked,"Portão de Rolar\n[808080](arrombado)[-]"
rollUpDoor5x4PinkPicked,"Portão de Rolar\n[808080](arrombado)[-]"
rollUpDoor7x4WhitePicked,"Portão de Rolar\n[808080](arrombado)[-]"
rollUpDoor7x4BrownPicked,"Portão de Rolar\n[808080](arrombado)[-]"
rollUpDoor7x4RedPicked,"Portão de Rolar\n[808080](arrombado)[-]"
rollUpDoor7x4OrangePicked,"Portão de Rolar\n[808080](arrombado)[-]"
rollUpDoor7x4YellowPicked,"Portão de Rolar\n[808080](arrombado)[-]"
rollUpDoor7x4GreenPicked,"Portão de Rolar\n[808080](arrombado)[-]"
rollUpDoor7x4BluePicked,"Portão de Rolar\n[808080](arrombado)[-]"
rollUpDoor7x4PurplePicked,"Portão de Rolar\n[808080](arrombado)[-]"
rollUpDoor7x4GreyPicked,"Portão de Rolar\n[808080](arrombado)[-]"
rollUpDoor7x4BlackPicked,"Portão de Rolar\n[808080](arrombado)[-]"
rollUpDoor7x4PinkPicked,"Portão de Rolar\n[808080](arrombado)[-]"
ulmBlockStoreWindowVariantHelper,"Janela de Metal"
ulmBlockStoreWindowBulletproofVariantHelper,"Janela de Metal Blindada"
ulmBlockWoodWindowVariantHelper,"Janela de madeira"
ulmDoorWoodVariantHelper,"Porta de Madeira"
ulmDoorWoodDoubleVariantHelper,"Porta de Madeira Dupla"
ulmDoorMetalVariantHelper,"Porta de Metal"
ulmDoorMetalDoubleVariantHelper,"Porta de Metal Dupla"
ulmContainerStashElliannia,"Estoque de Elliannia"
ulmContainerStashEllianniaInsecure,"Estoque de Elliannia"
ulmContainerStashEllianniaDesc,"Uma caixa de metal pequena. Debaixo da caixa há algumas letras inscritas: Estoque de Elliannia."
ulmTrapPoweredSpikes,"Armadilha de Espinhos energizada"
ulmTrapPoweredSpikesDesc,"Possui sensores integrados que, quando alimentados, aciona um sistema interno que soltam rapidamente lanças de metal mortais."
terrOreTitanium,"Minério de titânio"
terrOreStoneTitaniumRandom,"= Veio de Titânio = Helper"
terrOreStoneTitaniumRandomDesc,"Titânio / Pedra / Arenito"
oreTitaniumBoulder,"Pedregulho de Titânio"
ironShapes:VariantHelper,"Formas de Ferro"
scrapIronShapes:VariantHelper,"Formas de sucata de ferro"
frameShapes:VariantHelper,"Forma de Quadro"
stoneShapes:VariantHelper,"Formas de pedra"
corrugatedMetalShapes:VariantHelper,"Formas de Metal Corrugado"
rConcreteShapes:VariantHelper,"Formas de Concreto"
titaniumShapes:VariantHelper,"Forma de Titânio"
awningShapes:VariantHelper,"Forma de Lona"
materialmatBrick,"Forma de Tijolo"
materialmatClothStable,"Forma de Lona"
materialmatCobblestone,"Forma de Pedras portuguesas"
materialmatStoneShapes,"Forma de Pedra"
materialmatConcrete,"Forma de Concreto"
materialmatIron,"Forma de Metal corrugado"
materialmatIronMedium,"Forma de Metal Corrugado"
materialmatIronShapes,"Forma de Ferro"
materialmatReinforcedConcrete,"Forma de Concreto Reforçado"
materialmatScrapIronShapes,"Forma de Sucata de ferro"
materialmatSteel,"Forma de Aço"
materialmatTitanium,"Forma de Titânio"
materialmatWood,"Forma de Madeira"
materialmatWoodFrames,"Forma de Quadro"
ulmVehicleAmbulance1,"Ambulância"
ulmVehicleAmbulance1VariantHelper,"Ambulância"
ulmVehicleAmbulance1RandomHelper,"[Ambulance Random Helper]"
ulmVehicleHelicopterDH,"DH-800 (Helicóptero)"
ulmVehicleHelicopterDH1,"DH-800 (Helicóptero)"
ulmVehicleHelicopterDH2,"DH-800 (Helicóptero)"
ulmVehicleHelicopterDH3,"DH-800 (Helicóptero)"
ulmVehicleHelicopterDH4,"DH-800 (Helicóptero)"
ulmVehicleHelicopterDH5,"DH-800 (Helicóptero)"
ulmVehicleHelicopterDH6,"DH-800 (Helicóptero)"
ulmVehicleHelicopterDH7,"DH-800 (Helicóptero)"
ulmVehicleHelicopterRaven,"Raven (Helicóptero)"
ulmVehicleMineCart,"Carrinho de Mineração"
ulmVehicleMineCartBlueprint,"Diagrama de Carrinho de Mineração"
ulmVehicleMiningDumpTruck,"Basculante de Mineração"
ulmVehicleMilitaryTruck,"Caminhão Militar"
ulmVehicleMilitaryTruckDesertTarp1,"Caminhão Militar"
ulmVehicleMilitaryTruckDesertTarp2,"Caminhão Militar"
ulmVehicleMilitaryTruckDesertTarp3,"Caminhão Militar"
ulmVehicleMilitaryTruckDesertRails,"Caminhão Militar"
ulmVehicleMilitaryTruckCamoTarp1,"Caminhão Militar"
ulmVehicleMilitaryTruckCamoTarp2,"Caminhão Militar"
ulmVehicleMilitaryTruckCamoTarp3,"Caminhão Militar"
ulmVehicleMilitaryTruckCamoRails,"Caminhão Militar"
ulmVehicleMilitaryTruckVariantHelper,"Caminhão Militar"
ulmVehicleMilitaryTruckSecureVariantHelper,"Caminhão Militar"
ulmVehicleMilitaryTruckRandomHelper,"[Military Truck Random Helper]"
ulmVehicleMinivan1,"Van"
ulmVehicleMinivan1White,"Van"
ulmVehicleMinivan1Gray,"Van"
ulmVehicleMinivan1Black,"Van"
ulmVehicleMinivan1Blue,"Van"
ulmVehicleMinivan1Cyan,"Van"
ulmVehicleMinivan1Green,"Van"
ulmVehicleMinivan1Purple,"Van"
ulmVehicleMinivan1Pink,"Van"
ulmVehicleMinivan1Yellow,"Van"
ulmVehicleMinivan1Orange,"Van"
ulmVehicleMinivan1Brown,"Van"
ulmVehicleMinivan1Red,"Van"
ulmVehicleMinivan1VariantHelper,"Van"
ulmVehicleMinivan1WreckedVariantHelper,"Van"
ulmVehicleMinivan1SecureVariantHelper,"Van"
ulmVehicleMuscle1,"Phantom"
ulmVehicleMuscle1White,"Phantom"
ulmVehicleMuscle1WhiteStripe,"Phantom"
ulmVehicleMuscle1Black,"Phantom"
ulmVehicleMuscle1BlackStripe,"Phantom"
ulmVehicleMuscle1Blue,"Phantom"
ulmVehicleMuscle1BlueStripe,"Phantom"
ulmVehicleMuscle1Gray,"Phantom"
ulmVehicleMuscle1GrayStripe,"Phantom"
ulmVehicleMuscle1Red,"Phantom"
ulmVehicleMuscle1RedStripe,"Phantom"
ulmVehicleMuscle1Yellow,"Phantom"
ulmVehicleMuscle1YellowStripe,"Phantom"
ulmVehicleMuscle1VariantHelper,"Phantom"
ulmVehicleMuscle1SecureVariantHelper,"Phantom"
ulmVehicleMuscle1WreckedVariantHelper,"Phantom quebrado"
ulmVehiclePoliceCruiser,"Patrulha Policial"
ulmVehiclePoliceCruiserVariantHelper,"Patrulha Policial"
ulmVehiclePoliceCruiserRandomHelper,"[Police Cruiser Random Helper]"
ulmVehiclePoliceCruiserWreckedVariantHelper,"Patrulha Policial quebrada"
ulmVehiclePoliceCruiserSecureVariantHelper,"Patrulha Policial"
ulmVehicleSedan1,"Sedan"
ulmVehicleSedan1White,"Sedan"
ulmVehicleSedan1Black,"Sedan"
ulmVehicleSedan1Police,"Sedan Preto e Branco"
ulmVehicleSedan1Yellow,"Sedan"
ulmVehicleSedan1Green,"Sedan"
ulmVehicleSedan1Mixed,"Sedan"
ulmVehicleSedan1Red,"Sedan"
ulmVehicleSedan1Blue,"Sedan"
ulmVehicleSedan1PoliceWithLights,"Sedan da Polícia"
ulmVehicleSedan1VariantHelper,"Sedan"
ulmVehicleSedan1WideVariantHelper,"Sedan"
ulmVehicleSedan1SecureVariantHelper,"Sedan"
ulmVehicleSedan1SecureWideVariantHelper,"Sedan"
ulmVehicleSedan1RepairableVariantHelper,"Sedan"
ulmVehicleSedan1DamagedVariantHelper,"Sedan danificado"
ulmVehicleSedan1WreckedVariantHelper,"Sedan quebrado"
ulmVehicleDuneRunner,"Buggy 4x4 UTV"
ulmVehicleDuneRunnerDesc,"Veículo 4x4 de reconhecimento, rápido , ágil e leve. Armazenamento limitado mas rápido como uma motocicleta."
ulmVehicleSedan2,"Sedan"
ulmVehicleSedan2White,"Sedan"
ulmVehicleSedan2Black,"Sedan"
ulmVehicleSedan2Beige,"Sedan"
ulmVehicleSedan2Blue,"Sedan"
ulmVehicleSedan2Green,"Sedan"
ulmVehicleSedan2GreenBlack,"Sedan"
ulmVehicleSedan2Orange,"Sedan"
ulmVehicleSedan2Red,"Sedan"
ulmVehicleSedan2Police,"Sedan da Polícia"
ulmVehicleSedan2Taxi,"Taxi Sedan"
ulmVehicleSedan2VariantHelper,"Sedan"
ulmVehicleSedan2WideVariantHelper,"Sedan"
ulmVehicleSedan2SecureVariantHelper,"Sedan"
ulmVehicleSedan2SecureWideVariantHelper,"Sedan"
ulmVehicleSedan2WreckedVariantHelper,"Sedan quebrado"
ulmVehicleSedan3,"Sedan"
ulmVehicleSedan3White,"Sedan"
ulmVehicleSedan3Black,"Sedan"
ulmVehicleSedan3Blue,"Sedan"
ulmVehicleSedan3Beige,"Sedan"
ulmVehicleSedan3Brown,"Sedan"
ulmVehicleSedan3Gray,"Sedan"
ulmVehicleSedan3Green,"Sedan"
ulmVehicleSedan3Orange,"Sedan"
ulmVehicleSedan3Red,"Sedan"
ulmVehicleSedan3Yellow,"Sedan"
ulmVehicleSedan3Mixed1,"Sedan"
ulmVehicleSedan3Mixed2,"Sedan"
ulmVehicleSedan3Mixed3,"Sedan"
ulmVehicleSedan3Mixed4,"Sedan"
ulmVehicleSedan3Mixed5,"Sedan"
ulmVehicleSedan3VariantHelper,"Sedan"
ulmVehicleSedan3WideVariantHelper,"Sedan"
ulmVehicleSedan3SecureVariantHelper,"Sedan"
ulmVehicleSedan3SecureWideVariantHelper,"Sedan"
ulmVehicleSedan3WreckedVariantHelper,"Sedan quebrado"
ulmVehicleCoupe1,"Coupê velho"
ulmVehicleCoupe1White,"Coupê velho"
ulmVehicleCoupe1WhiteStripe,"Coupê velho"
ulmVehicleCoupe1Black,"Coupê velho"
ulmVehicleCoupe1BlackStripe,"Coupê velho"
ulmVehicleCoupe1Red,"Coupê velho"
ulmVehicleCoupe1RedStripe,"Coupê velho"
ulmVehicleCoupe1Beige,"Coupê velho"
ulmVehicleCoupe1Blue,"Coupê velho"
ulmVehicleCoupe1BlueStripe,"Coupê velho"
ulmVehicleCoupe1Gray,"Coupê velho"
ulmVehicleCoupe1Green,"Coupê velho"
ulmVehicleCoupe1Orange,"Coupê velho"
ulmVehicleCoupe1OrangeStripe,"Coupê velho"
ulmVehicleCoupe1Purple,"Coupê velho"
ulmVehicleCoupe1Cherry,"Coupê velho"
ulmVehicleCoupe1Yellow,"Coupê velho"
ulmVehicleCoupe1YellowStripe,"Coupê velho"
ulmVehicleCoupe1Mixed1,"Coupê velho"
ulmVehicleCoupe1Mixed2,"Coupê velho"
ulmVehicleCoupe1Mixed3,"Coupê velho"
ulmVehicleCoupe1VariantHelper,"Coupê velho"
ulmVehicleCoupe1SecureVariantHelper,"Coupê velho"
ulmVehicleCoupe1WideVariantHelper,"Coupê velho"
